Combination,Selection,Crossover,Mutation,Round,Cost_AgentA,Cost_AgentB
1,RANK,ORDER,INVERSE,0,9769.0,2627.0
1,RANK,ORDER,INVERSE,1,9740.0,2660.0
1,RANK,ORDER,INVERSE,2,9878.0,2642.0
1,RANK,ORDER,INVERSE,3,9688.0,2612.0
1,RANK,ORDER,INVERSE,4,9708.0,2625.0
1,RANK,ORDER,INVERSE,5,9958.0,2678.0
1,RANK,ORDER,INVERSE,6,9548.0,2638.0
1,RANK,ORDER,INVERSE,7,8959.0,2599.0
1,RANK,ORDER,INVERSE,8,9832.0,2632.0
1,RANK,ORDER,INVERSE,9,9454.0,2633.0
1,RANK,ORDER,INVERSE,10,8944.0,2630.0
1,RANK,ORDER,INVERSE,11,9282.0,2614.0
1,RANK,ORDER,INVERSE,12,9404.0,2579.0
1,RANK,ORDER,INVERSE,13,9270.0,2627.0
1,RANK,ORDER,INVERSE,14,9015.0,2584.0
1,RANK,ORDER,INVERSE,15,9511.0,2578.0
1,RANK,ORDER,INVERSE,16,9348.0,2615.0
1,RANK,ORDER,INVERSE,17,9168.0,2667.0
1,RANK,ORDER,INVERSE,18,9242.0,2615.0
1,RANK,ORDER,INVERSE,19,9176.0,2609.0
1,RANK,ORDER,INVERSE,20,9130.0,2617.0
1,RANK,ORDER,INVERSE,21,9297.0,2602.0
1,RANK,ORDER,INVERSE,22,9148.0,2632.0
1,RANK,ORDER,INVERSE,23,8986.0,2638.0
1,RANK,ORDER,INVERSE,24,9172.0,2619.0
1,RANK,ORDER,INVERSE,25,8886.0,2614.0
1,RANK,ORDER,INVERSE,26,8979.0,2635.0
1,RANK,ORDER,INVERSE,27,9238.0,2613.0
1,RANK,ORDER,INVERSE,28,9415.0,2644.0
1,RANK,ORDER,INVERSE,29,9519.0,2591.0
1,RANK,ORDER,INVERSE,30,9946.0,2610.0
1,RANK,ORDER,INVERSE,31,9652.0,2578.0
1,RANK,ORDER,INVERSE,32,9238.0,2622.0
1,RANK,ORDER,INVERSE,33,9685.0,2597.0
1,RANK,ORDER,INVERSE,34,8986.0,2606.0
1,RANK,ORDER,INVERSE,35,10056.0,2566.0
1,RANK,ORDER,INVERSE,36,9259.0,2599.0
1,RANK,ORDER,INVERSE,37,9150.0,2612.0
1,RANK,ORDER,INVERSE,38,8978.0,2569.0
1,RANK,ORDER,INVERSE,39,9205.0,2583.0
1,RANK,ORDER,INVERSE,40,9039.0,2645.0
1,RANK,ORDER,INVERSE,41,9633.0,2622.0
1,RANK,ORDER,INVERSE,42,8881.0,2616.0
1,RANK,ORDER,INVERSE,43,8989.0,2625.0
1,RANK,ORDER,INVERSE,44,9649.0,2616.0
1,RANK,ORDER,INVERSE,45,9261.0,2595.0
1,RANK,ORDER,INVERSE,46,9495.0,2590.0
1,RANK,ORDER,INVERSE,47,9249.0,2597.0
1,RANK,ORDER,INVERSE,48,9271.0,2583.0
1,RANK,ORDER,INVERSE,49,9233.0,2581.0
2,RANK,ORDER,SCRAMBLE,0,8869.0,2605.0
2,RANK,ORDER,SCRAMBLE,1,9697.0,2627.0
2,RANK,ORDER,SCRAMBLE,2,9814.0,2605.0
2,RANK,ORDER,SCRAMBLE,3,9195.0,2657.0
2,RANK,ORDER,SCRAMBLE,4,9207.0,2682.0
2,RANK,ORDER,SCRAMBLE,5,9742.0,2623.0
2,RANK,ORDER,SCRAMBLE,6,9881.0,2594.0
2,RANK,ORDER,SCRAMBLE,7,10071.0,2620.0
2,RANK,ORDER,SCRAMBLE,8,9876.0,2616.0
2,RANK,ORDER,SCRAMBLE,9,9632.0,2654.0
2,RANK,ORDER,SCRAMBLE,10,9515.0,2624.0
2,RANK,ORDER,SCRAMBLE,11,9174.0,2617.0
2,RANK,ORDER,SCRAMBLE,12,9677.0,2547.0
2,RANK,ORDER,SCRAMBLE,13,9160.0,2562.0
2,RANK,ORDER,SCRAMBLE,14,9599.0,2583.0
2,RANK,ORDER,SCRAMBLE,15,10004.0,2558.0
2,RANK,ORDER,SCRAMBLE,16,9428.0,2598.0
2,RANK,ORDER,SCRAMBLE,17,9625.0,2614.0
2,RANK,ORDER,SCRAMBLE,18,9859.0,2613.0
2,RANK,ORDER,SCRAMBLE,19,9144.0,2627.0
2,RANK,ORDER,SCRAMBLE,20,9405.0,2607.0
2,RANK,ORDER,SCRAMBLE,21,9084.0,2608.0
2,RANK,ORDER,SCRAMBLE,22,9461.0,2577.0
2,RANK,ORDER,SCRAMBLE,23,9397.0,2599.0
2,RANK,ORDER,SCRAMBLE,24,9148.0,2647.0
2,RANK,ORDER,SCRAMBLE,25,9077.0,2559.0
2,RANK,ORDER,SCRAMBLE,26,9006.0,2570.0
2,RANK,ORDER,SCRAMBLE,27,9427.0,2612.0
2,RANK,ORDER,SCRAMBLE,28,9263.0,2569.0
2,RANK,ORDER,SCRAMBLE,29,9314.0,2597.0
2,RANK,ORDER,SCRAMBLE,30,9209.0,2647.0
2,RANK,ORDER,SCRAMBLE,31,9049.0,2630.0
2,RANK,ORDER,SCRAMBLE,32,9443.0,2572.0
2,RANK,ORDER,SCRAMBLE,33,9026.0,2600.0
2,RANK,ORDER,SCRAMBLE,34,9322.0,2549.0
2,RANK,ORDER,SCRAMBLE,35,9269.0,2609.0
2,RANK,ORDER,SCRAMBLE,36,9643.0,2565.0
2,RANK,ORDER,SCRAMBLE,37,9779.0,2592.0
2,RANK,ORDER,SCRAMBLE,38,9398.0,2561.0
2,RANK,ORDER,SCRAMBLE,39,9425.0,2581.0
2,RANK,ORDER,SCRAMBLE,40,9643.0,2564.0
2,RANK,ORDER,SCRAMBLE,41,8987.0,2582.0
2,RANK,ORDER,SCRAMBLE,42,9492.0,2554.0
2,RANK,ORDER,SCRAMBLE,43,9155.0,2565.0
2,RANK,ORDER,SCRAMBLE,44,9434.0,2529.0
2,RANK,ORDER,SCRAMBLE,45,9356.0,2540.0
2,RANK,ORDER,SCRAMBLE,46,9374.0,2549.0
2,RANK,ORDER,SCRAMBLE,47,8958.0,2540.0
2,RANK,ORDER,SCRAMBLE,48,9219.0,2593.0
2,RANK,ORDER,SCRAMBLE,49,9208.0,2564.0
3,RANK,ORDER,DISPLACEMENT,0,9671.0,2681.0
3,RANK,ORDER,DISPLACEMENT,1,9692.0,2634.0
3,RANK,ORDER,DISPLACEMENT,2,9501.0,2621.0
3,RANK,ORDER,DISPLACEMENT,3,9737.0,2611.0
3,RANK,ORDER,DISPLACEMENT,4,9889.0,2633.0
3,RANK,ORDER,DISPLACEMENT,5,8783.0,2726.0
3,RANK,ORDER,DISPLACEMENT,6,8882.0,2725.0
3,RANK,ORDER,DISPLACEMENT,7,8842.0,2622.0
3,RANK,ORDER,DISPLACEMENT,8,9492.0,2655.0
3,RANK,ORDER,DISPLACEMENT,9,9055.0,2603.0
3,RANK,ORDER,DISPLACEMENT,10,8829.0,2605.0
3,RANK,ORDER,DISPLACEMENT,11,8929.0,2605.0
3,RANK,ORDER,DISPLACEMENT,12,8913.0,2595.0
3,RANK,ORDER,DISPLACEMENT,13,8856.0,2583.0
3,RANK,ORDER,DISPLACEMENT,14,9087.0,2580.0
3,RANK,ORDER,DISPLACEMENT,15,9050.0,2642.0
3,RANK,ORDER,DISPLACEMENT,16,9206.0,2588.0
3,RANK,ORDER,DISPLACEMENT,17,9526.0,2585.0
3,RANK,ORDER,DISPLACEMENT,18,9148.0,2653.0
3,RANK,ORDER,DISPLACEMENT,19,9382.0,2629.0
3,RANK,ORDER,DISPLACEMENT,20,9238.0,2628.0
3,RANK,ORDER,DISPLACEMENT,21,9405.0,2626.0
3,RANK,ORDER,DISPLACEMENT,22,9407.0,2596.0
3,RANK,ORDER,DISPLACEMENT,23,9458.0,2637.0
3,RANK,ORDER,DISPLACEMENT,24,9363.0,2617.0
3,RANK,ORDER,DISPLACEMENT,25,9215.0,2610.0
3,RANK,ORDER,DISPLACEMENT,26,9074.0,2608.0
3,RANK,ORDER,DISPLACEMENT,27,9080.0,2643.0
3,RANK,ORDER,DISPLACEMENT,28,8955.0,2633.0
3,RANK,ORDER,DISPLACEMENT,29,9109.0,2534.0
3,RANK,ORDER,DISPLACEMENT,30,8930.0,2550.0
3,RANK,ORDER,DISPLACEMENT,31,8957.0,2622.0
3,RANK,ORDER,DISPLACEMENT,32,8774.0,2563.0
3,RANK,ORDER,DISPLACEMENT,33,8702.0,2566.0
3,RANK,ORDER,DISPLACEMENT,34,8671.0,2589.0
3,RANK,ORDER,DISPLACEMENT,35,9017.0,2561.0
3,RANK,ORDER,DISPLACEMENT,36,8893.0,2572.0
3,RANK,ORDER,DISPLACEMENT,37,9241.0,2574.0
3,RANK,ORDER,DISPLACEMENT,38,9418.0,2541.0
3,RANK,ORDER,DISPLACEMENT,39,9538.0,2561.0
3,RANK,ORDER,DISPLACEMENT,40,8805.0,2620.0
3,RANK,ORDER,DISPLACEMENT,41,9047.0,2554.0
3,RANK,ORDER,DISPLACEMENT,42,9415.0,2600.0
3,RANK,ORDER,DISPLACEMENT,43,8891.0,2590.0
3,RANK,ORDER,DISPLACEMENT,44,9257.0,2614.0
3,RANK,ORDER,DISPLACEMENT,45,9257.0,2563.0
3,RANK,ORDER,DISPLACEMENT,46,9372.0,2580.0
3,RANK,ORDER,DISPLACEMENT,47,9148.0,2571.0
3,RANK,ORDER,DISPLACEMENT,48,9896.0,2551.0
3,RANK,ORDER,DISPLACEMENT,49,9254.0,2589.0
4,RANK,CYCLE,INVERSE,0,9944.0,2663.0
4,RANK,CYCLE,INVERSE,1,9899.0,2659.0
4,RANK,CYCLE,INVERSE,2,9467.0,2638.0
4,RANK,CYCLE,INVERSE,3,9461.0,2631.0
4,RANK,CYCLE,INVERSE,4,9837.0,2620.0
4,RANK,CYCLE,INVERSE,5,9984.0,2641.0
4,RANK,CYCLE,INVERSE,6,9827.0,2598.0
4,RANK,CYCLE,INVERSE,7,9532.0,2627.0
4,RANK,CYCLE,INVERSE,8,9873.0,2628.0
4,RANK,CYCLE,INVERSE,9,9124.0,2680.0
4,RANK,CYCLE,INVERSE,10,9510.0,2621.0
4,RANK,CYCLE,INVERSE,11,9501.0,2624.0
4,RANK,CYCLE,INVERSE,12,9158.0,2700.0
4,RANK,CYCLE,INVERSE,13,9657.0,2659.0
4,RANK,CYCLE,INVERSE,14,9557.0,2617.0
4,RANK,CYCLE,INVERSE,15,10031.0,2603.0
4,RANK,CYCLE,INVERSE,16,8755.0,2676.0
4,RANK,CYCLE,INVERSE,17,9568.0,2639.0
4,RANK,CYCLE,INVERSE,18,9286.0,2633.0
4,RANK,CYCLE,INVERSE,19,9062.0,2680.0
4,RANK,CYCLE,INVERSE,20,9302.0,2656.0
4,RANK,CYCLE,INVERSE,21,9156.0,2668.0
4,RANK,CYCLE,INVERSE,22,9682.0,2631.0
4,RANK,CYCLE,INVERSE,23,9093.0,2670.0
4,RANK,CYCLE,INVERSE,24,9018.0,2665.0
4,RANK,CYCLE,INVERSE,25,9359.0,2636.0
4,RANK,CYCLE,INVERSE,26,9488.0,2650.0
4,RANK,CYCLE,INVERSE,27,9228.0,2631.0
4,RANK,CYCLE,INVERSE,28,9630.0,2654.0
4,RANK,CYCLE,INVERSE,29,8953.0,2665.0
4,RANK,CYCLE,INVERSE,30,9155.0,2641.0
4,RANK,CYCLE,INVERSE,31,9639.0,2617.0
4,RANK,CYCLE,INVERSE,32,9710.0,2649.0
4,RANK,CYCLE,INVERSE,33,9045.0,2614.0
4,RANK,CYCLE,INVERSE,34,9315.0,2618.0
4,RANK,CYCLE,INVERSE,35,9432.0,2630.0
4,RANK,CYCLE,INVERSE,36,9284.0,2640.0
4,RANK,CYCLE,INVERSE,37,9272.0,2624.0
4,RANK,CYCLE,INVERSE,38,9252.0,2638.0
4,RANK,CYCLE,INVERSE,39,9119.0,2634.0
4,RANK,CYCLE,INVERSE,40,9190.0,2631.0
4,RANK,CYCLE,INVERSE,41,9389.0,2628.0
4,RANK,CYCLE,INVERSE,42,9306.0,2650.0
4,RANK,CYCLE,INVERSE,43,9498.0,2642.0
4,RANK,CYCLE,INVERSE,44,9635.0,2600.0
4,RANK,CYCLE,INVERSE,45,9583.0,2601.0
4,RANK,CYCLE,INVERSE,46,9544.0,2641.0
4,RANK,CYCLE,INVERSE,47,9455.0,2632.0
4,RANK,CYCLE,INVERSE,48,9101.0,2630.0
4,RANK,CYCLE,INVERSE,49,9142.0,2612.0
5,RANK,CYCLE,SCRAMBLE,0,10166.0,2588.0
5,RANK,CYCLE,SCRAMBLE,1,9200.0,2649.0
5,RANK,CYCLE,SCRAMBLE,2,9564.0,2620.0
5,RANK,CYCLE,SCRAMBLE,3,10190.0,2623.0
5,RANK,CYCLE,SCRAMBLE,4,9305.0,2636.0
5,RANK,CYCLE,SCRAMBLE,5,9266.0,2641.0
5,RANK,CYCLE,SCRAMBLE,6,9311.0,2605.0
5,RANK,CYCLE,SCRAMBLE,7,8833.0,2625.0
5,RANK,CYCLE,SCRAMBLE,8,9290.0,2629.0
5,RANK,CYCLE,SCRAMBLE,9,9143.0,2652.0
5,RANK,CYCLE,SCRAMBLE,10,9983.0,2609.0
5,RANK,CYCLE,SCRAMBLE,11,9312.0,2657.0
5,RANK,CYCLE,SCRAMBLE,12,9898.0,2584.0
5,RANK,CYCLE,SCRAMBLE,13,9392.0,2627.0
5,RANK,CYCLE,SCRAMBLE,14,9928.0,2631.0
5,RANK,CYCLE,SCRAMBLE,15,9392.0,2696.0
5,RANK,CYCLE,SCRAMBLE,16,9408.0,2645.0
5,RANK,CYCLE,SCRAMBLE,17,9591.0,2639.0
5,RANK,CYCLE,SCRAMBLE,18,9631.0,2638.0
5,RANK,CYCLE,SCRAMBLE,19,9444.0,2613.0
5,RANK,CYCLE,SCRAMBLE,20,9814.0,2593.0
5,RANK,CYCLE,SCRAMBLE,21,9267.0,2663.0
5,RANK,CYCLE,SCRAMBLE,22,9343.0,2621.0
5,RANK,CYCLE,SCRAMBLE,23,9304.0,2605.0
5,RANK,CYCLE,SCRAMBLE,24,9175.0,2612.0
5,RANK,CYCLE,SCRAMBLE,25,9142.0,2616.0
5,RANK,CYCLE,SCRAMBLE,26,9489.0,2589.0
5,RANK,CYCLE,SCRAMBLE,27,9474.0,2578.0
5,RANK,CYCLE,SCRAMBLE,28,9353.0,2578.0
5,RANK,CYCLE,SCRAMBLE,29,9126.0,2654.0
5,RANK,CYCLE,SCRAMBLE,30,9341.0,2605.0
5,RANK,CYCLE,SCRAMBLE,31,9318.0,2610.0
5,RANK,CYCLE,SCRAMBLE,32,9629.0,2551.0
5,RANK,CYCLE,SCRAMBLE,33,9646.0,2569.0
5,RANK,CYCLE,SCRAMBLE,34,9184.0,2593.0
5,RANK,CYCLE,SCRAMBLE,35,9325.0,2623.0
5,RANK,CYCLE,SCRAMBLE,36,9113.0,2576.0
5,RANK,CYCLE,SCRAMBLE,37,9274.0,2563.0
5,RANK,CYCLE,SCRAMBLE,38,8942.0,2586.0
5,RANK,CYCLE,SCRAMBLE,39,9013.0,2628.0
5,RANK,CYCLE,SCRAMBLE,40,8887.0,2608.0
5,RANK,CYCLE,SCRAMBLE,41,9241.0,2561.0
5,RANK,CYCLE,SCRAMBLE,42,9540.0,2555.0
5,RANK,CYCLE,SCRAMBLE,43,9164.0,2659.0
5,RANK,CYCLE,SCRAMBLE,44,9102.0,2617.0
5,RANK,CYCLE,SCRAMBLE,45,9318.0,2577.0
5,RANK,CYCLE,SCRAMBLE,46,9118.0,2561.0
5,RANK,CYCLE,SCRAMBLE,47,9227.0,2578.0
5,RANK,CYCLE,SCRAMBLE,48,9381.0,2559.0
5,RANK,CYCLE,SCRAMBLE,49,9310.0,2556.0
6,RANK,CYCLE,DISPLACEMENT,0,10345.0,2597.0
6,RANK,CYCLE,DISPLACEMENT,1,10283.0,2628.0
6,RANK,CYCLE,DISPLACEMENT,2,10229.0,2603.0
6,RANK,CYCLE,DISPLACEMENT,3,10156.0,2670.0
6,RANK,CYCLE,DISPLACEMENT,4,10174.0,2629.0
6,RANK,CYCLE,DISPLACEMENT,5,10050.0,2651.0
6,RANK,CYCLE,DISPLACEMENT,6,9533.0,2646.0
6,RANK,CYCLE,DISPLACEMENT,7,9494.0,2651.0
6,RANK,CYCLE,DISPLACEMENT,8,9336.0,2638.0
6,RANK,CYCLE,DISPLACEMENT,9,9650.0,2635.0
6,RANK,CYCLE,DISPLACEMENT,10,9397.0,2585.0
6,RANK,CYCLE,DISPLACEMENT,11,9463.0,2688.0
6,RANK,CYCLE,DISPLACEMENT,12,9671.0,2621.0
6,RANK,CYCLE,DISPLACEMENT,13,9361.0,2627.0
6,RANK,CYCLE,DISPLACEMENT,14,9220.0,2610.0
6,RANK,CYCLE,DISPLACEMENT,15,9164.0,2621.0
6,RANK,CYCLE,DISPLACEMENT,16,9271.0,2633.0
6,RANK,CYCLE,DISPLACEMENT,17,9263.0,2605.0
6,RANK,CYCLE,DISPLACEMENT,18,9222.0,2592.0
6,RANK,CYCLE,DISPLACEMENT,19,9411.0,2602.0
6,RANK,CYCLE,DISPLACEMENT,20,9207.0,2585.0
6,RANK,CYCLE,DISPLACEMENT,21,9221.0,2583.0
6,RANK,CYCLE,DISPLACEMENT,22,9423.0,2609.0
6,RANK,CYCLE,DISPLACEMENT,23,8979.0,2577.0
6,RANK,CYCLE,DISPLACEMENT,24,9196.0,2595.0
6,RANK,CYCLE,DISPLACEMENT,25,9215.0,2573.0
6,RANK,CYCLE,DISPLACEMENT,26,9062.0,2586.0
6,RANK,CYCLE,DISPLACEMENT,27,9326.0,2564.0
6,RANK,CYCLE,DISPLACEMENT,28,8872.0,2602.0
6,RANK,CYCLE,DISPLACEMENT,29,8995.0,2600.0
6,RANK,CYCLE,DISPLACEMENT,30,8817.0,2605.0
6,RANK,CYCLE,DISPLACEMENT,31,9204.0,2593.0
6,RANK,CYCLE,DISPLACEMENT,32,9187.0,2560.0
6,RANK,CYCLE,DISPLACEMENT,33,9228.0,2564.0
6,RANK,CYCLE,DISPLACEMENT,34,9072.0,2625.0
6,RANK,CYCLE,DISPLACEMENT,35,8987.0,2585.0
6,RANK,CYCLE,DISPLACEMENT,36,8963.0,2561.0
6,RANK,CYCLE,DISPLACEMENT,37,9117.0,2587.0
6,RANK,CYCLE,DISPLACEMENT,38,9146.0,2596.0
6,RANK,CYCLE,DISPLACEMENT,39,8832.0,2585.0
6,RANK,CYCLE,DISPLACEMENT,40,9122.0,2581.0
6,RANK,CYCLE,DISPLACEMENT,41,8772.0,2569.0
6,RANK,CYCLE,DISPLACEMENT,42,8634.0,2575.0
6,RANK,CYCLE,DISPLACEMENT,43,9298.0,2589.0
6,RANK,CYCLE,DISPLACEMENT,44,9108.0,2555.0
6,RANK,CYCLE,DISPLACEMENT,45,8988.0,2544.0
6,RANK,CYCLE,DISPLACEMENT,46,8924.0,2555.0
6,RANK,CYCLE,DISPLACEMENT,47,8682.0,2583.0
6,RANK,CYCLE,DISPLACEMENT,48,8898.0,2563.0
6,RANK,CYCLE,DISPLACEMENT,49,8331.0,2602.0
7,RANK,POSITION_BASED,INVERSE,0,9244.0,2630.0
7,RANK,POSITION_BASED,INVERSE,1,9155.0,2605.0
7,RANK,POSITION_BASED,INVERSE,2,10236.0,2612.0
7,RANK,POSITION_BASED,INVERSE,3,9422.0,2636.0
7,RANK,POSITION_BASED,INVERSE,4,9821.0,2605.0
7,RANK,POSITION_BASED,INVERSE,5,9622.0,2577.0
7,RANK,POSITION_BASED,INVERSE,6,8958.0,2684.0
7,RANK,POSITION_BASED,INVERSE,7,9755.0,2635.0
7,RANK,POSITION_BASED,INVERSE,8,9628.0,2583.0
7,RANK,POSITION_BASED,INVERSE,9,9673.0,2618.0
7,RANK,POSITION_BASED,INVERSE,10,9703.0,2648.0
7,RANK,POSITION_BASED,INVERSE,11,9628.0,2623.0
7,RANK,POSITION_BASED,INVERSE,12,10144.0,2634.0
7,RANK,POSITION_BASED,INVERSE,13,9310.0,2626.0
7,RANK,POSITION_BASED,INVERSE,14,9578.0,2603.0
7,RANK,POSITION_BASED,INVERSE,15,9329.0,2612.0
7,RANK,POSITION_BASED,INVERSE,16,9048.0,2609.0
7,RANK,POSITION_BASED,INVERSE,17,9845.0,2661.0
7,RANK,POSITION_BASED,INVERSE,18,9599.0,2664.0
7,RANK,POSITION_BASED,INVERSE,19,9221.0,2618.0
7,RANK,POSITION_BASED,INVERSE,20,9240.0,2633.0
7,RANK,POSITION_BASED,INVERSE,21,9144.0,2622.0
7,RANK,POSITION_BASED,INVERSE,22,9550.0,2608.0
7,RANK,POSITION_BASED,INVERSE,23,9414.0,2630.0
7,RANK,POSITION_BASED,INVERSE,24,8998.0,2621.0
7,RANK,POSITION_BASED,INVERSE,25,9230.0,2628.0
7,RANK,POSITION_BASED,INVERSE,26,10081.0,2590.0
7,RANK,POSITION_BASED,INVERSE,27,9378.0,2637.0
7,RANK,POSITION_BASED,INVERSE,28,9546.0,2657.0
7,RANK,POSITION_BASED,INVERSE,29,9091.0,2601.0
7,RANK,POSITION_BASED,INVERSE,30,9577.0,2649.0
7,RANK,POSITION_BASED,INVERSE,31,9006.0,2653.0
7,RANK,POSITION_BASED,INVERSE,32,9036.0,2652.0
7,RANK,POSITION_BASED,INVERSE,33,8885.0,2630.0
7,RANK,POSITION_BASED,INVERSE,34,9026.0,2621.0
7,RANK,POSITION_BASED,INVERSE,35,10138.0,2576.0
7,RANK,POSITION_BASED,INVERSE,36,9180.0,2613.0
7,RANK,POSITION_BASED,INVERSE,37,9031.0,2658.0
7,RANK,POSITION_BASED,INVERSE,38,9167.0,2669.0
7,RANK,POSITION_BASED,INVERSE,39,9771.0,2618.0
7,RANK,POSITION_BASED,INVERSE,40,9252.0,2657.0
7,RANK,POSITION_BASED,INVERSE,41,9689.0,2572.0
7,RANK,POSITION_BASED,INVERSE,42,9543.0,2656.0
7,RANK,POSITION_BASED,INVERSE,43,9466.0,2659.0
7,RANK,POSITION_BASED,INVERSE,44,9691.0,2618.0
7,RANK,POSITION_BASED,INVERSE,45,9500.0,2644.0
7,RANK,POSITION_BASED,INVERSE,46,9475.0,2635.0
7,RANK,POSITION_BASED,INVERSE,47,9677.0,2602.0
7,RANK,POSITION_BASED,INVERSE,48,9253.0,2639.0
7,RANK,POSITION_BASED,INVERSE,49,9276.0,2620.0
8,RANK,POSITION_BASED,SCRAMBLE,0,9441.0,2654.0
8,RANK,POSITION_BASED,SCRAMBLE,1,9620.0,2651.0
8,RANK,POSITION_BASED,SCRAMBLE,2,9444.0,2581.0
8,RANK,POSITION_BASED,SCRAMBLE,3,9552.0,2583.0
8,RANK,POSITION_BASED,SCRAMBLE,4,9577.0,2626.0
8,RANK,POSITION_BASED,SCRAMBLE,5,9451.0,2634.0
8,RANK,POSITION_BASED,SCRAMBLE,6,9122.0,2608.0
8,RANK,POSITION_BASED,SCRAMBLE,7,9312.0,2663.0
8,RANK,POSITION_BASED,SCRAMBLE,8,9319.0,2600.0
8,RANK,POSITION_BASED,SCRAMBLE,9,9301.0,2628.0
8,RANK,POSITION_BASED,SCRAMBLE,10,9527.0,2590.0
8,RANK,POSITION_BASED,SCRAMBLE,11,9471.0,2580.0
8,RANK,POSITION_BASED,SCRAMBLE,12,10510.0,2639.0
8,RANK,POSITION_BASED,SCRAMBLE,13,9978.0,2591.0
8,RANK,POSITION_BASED,SCRAMBLE,14,9853.0,2633.0
8,RANK,POSITION_BASED,SCRAMBLE,15,9467.0,2604.0
8,RANK,POSITION_BASED,SCRAMBLE,16,9428.0,2648.0
8,RANK,POSITION_BASED,SCRAMBLE,17,9595.0,2595.0
8,RANK,POSITION_BASED,SCRAMBLE,18,9978.0,2678.0
8,RANK,POSITION_BASED,SCRAMBLE,19,9345.0,2593.0
8,RANK,POSITION_BASED,SCRAMBLE,20,9347.0,2584.0
8,RANK,POSITION_BASED,SCRAMBLE,21,9320.0,2647.0
8,RANK,POSITION_BASED,SCRAMBLE,22,9793.0,2613.0
8,RANK,POSITION_BASED,SCRAMBLE,23,9311.0,2622.0
8,RANK,POSITION_BASED,SCRAMBLE,24,9480.0,2630.0
8,RANK,POSITION_BASED,SCRAMBLE,25,9410.0,2642.0
8,RANK,POSITION_BASED,SCRAMBLE,26,9127.0,2628.0
8,RANK,POSITION_BASED,SCRAMBLE,27,9348.0,2658.0
8,RANK,POSITION_BASED,SCRAMBLE,28,8979.0,2659.0
8,RANK,POSITION_BASED,SCRAMBLE,29,9526.0,2643.0
8,RANK,POSITION_BASED,SCRAMBLE,30,9324.0,2638.0
8,RANK,POSITION_BASED,SCRAMBLE,31,9316.0,2641.0
8,RANK,POSITION_BASED,SCRAMBLE,32,9395.0,2646.0
8,RANK,POSITION_BASED,SCRAMBLE,33,9526.0,2634.0
8,RANK,POSITION_BASED,SCRAMBLE,34,9987.0,2637.0
8,RANK,POSITION_BASED,SCRAMBLE,35,9102.0,2625.0
8,RANK,POSITION_BASED,SCRAMBLE,36,8993.0,2618.0
8,RANK,POSITION_BASED,SCRAMBLE,37,9710.0,2694.0
8,RANK,POSITION_BASED,SCRAMBLE,38,9569.0,2654.0
8,RANK,POSITION_BASED,SCRAMBLE,39,9277.0,2675.0
8,RANK,POSITION_BASED,SCRAMBLE,40,9755.0,2633.0
8,RANK,POSITION_BASED,SCRAMBLE,41,9379.0,2684.0
8,RANK,POSITION_BASED,SCRAMBLE,42,9796.0,2665.0
8,RANK,POSITION_BASED,SCRAMBLE,43,9825.0,2636.0
8,RANK,POSITION_BASED,SCRAMBLE,44,8903.0,2664.0
8,RANK,POSITION_BASED,SCRAMBLE,45,9327.0,2670.0
8,RANK,POSITION_BASED,SCRAMBLE,46,9527.0,2705.0
8,RANK,POSITION_BASED,SCRAMBLE,47,8983.0,2649.0
8,RANK,POSITION_BASED,SCRAMBLE,48,9020.0,2627.0
8,RANK,POSITION_BASED,SCRAMBLE,49,9329.0,2607.0
9,RANK,POSITION_BASED,DISPLACEMENT,0,9465.0,2636.0
9,RANK,POSITION_BASED,DISPLACEMENT,1,10113.0,2663.0
9,RANK,POSITION_BASED,DISPLACEMENT,2,9499.0,2671.0
9,RANK,POSITION_BASED,DISPLACEMENT,3,9778.0,2606.0
9,RANK,POSITION_BASED,DISPLACEMENT,4,8980.0,2668.0
9,RANK,POSITION_BASED,DISPLACEMENT,5,9468.0,2671.0
9,RANK,POSITION_BASED,DISPLACEMENT,6,9547.0,2619.0
9,RANK,POSITION_BASED,DISPLACEMENT,7,9772.0,2605.0
9,RANK,POSITION_BASED,DISPLACEMENT,8,9528.0,2620.0
9,RANK,POSITION_BASED,DISPLACEMENT,9,9240.0,2641.0
9,RANK,POSITION_BASED,DISPLACEMENT,10,9249.0,2672.0
9,RANK,POSITION_BASED,DISPLACEMENT,11,9605.0,2604.0
9,RANK,POSITION_BASED,DISPLACEMENT,12,9199.0,2641.0
9,RANK,POSITION_BASED,DISPLACEMENT,13,9314.0,2621.0
9,RANK,POSITION_BASED,DISPLACEMENT,14,9254.0,2608.0
9,RANK,POSITION_BASED,DISPLACEMENT,15,9796.0,2602.0
9,RANK,POSITION_BASED,DISPLACEMENT,16,9743.0,2617.0
9,RANK,POSITION_BASED,DISPLACEMENT,17,9438.0,2612.0
9,RANK,POSITION_BASED,DISPLACEMENT,18,9328.0,2637.0
9,RANK,POSITION_BASED,DISPLACEMENT,19,9889.0,2612.0
9,RANK,POSITION_BASED,DISPLACEMENT,20,9006.0,2638.0
9,RANK,POSITION_BASED,DISPLACEMENT,21,9824.0,2540.0
9,RANK,POSITION_BASED,DISPLACEMENT,22,9953.0,2579.0
9,RANK,POSITION_BASED,DISPLACEMENT,23,9935.0,2579.0
9,RANK,POSITION_BASED,DISPLACEMENT,24,9861.0,2560.0
